date,actual,mean_baseline,rf_sensors_only,repeat_last_hour,rf_sensors_plus_last_hour
2017-08-23 00:00:00,3.72,2.3356,2.2053,1.47,1.8127
2017-08-23 01:00:00,3.61,2.3356,2.7336,3.72,3.5579
2017-08-23 02:00:00,2.46,2.3356,2.6852,3.61,3.4842
2017-08-23 03:00:00,2.72,2.3356,2.2256,2.46,2.1372
2017-08-23 04:00:00,1.35,2.3356,2.9946,2.72,2.5071
2017-08-23 05:00:00,1.84,2.3356,2.8739,1.35,1.5533
2017-08-23 06:00:00,2.11,2.3356,3.1934,1.84,2.1804
2017-08-23 07:00:00,1.73,2.3356,2.333,2.11,2.0697
2017-08-23 08:00:00,1.79,2.3356,2.0587,1.73,1.9885
2017-08-23 09:00:00,2.46,2.3356,1.9642,1.79,1.8617
2017-08-23 10:00:00,3.12,2.3356,2.2122,2.46,2.1218
2017-08-23 11:00:00,2.33,2.3356,2.2191,3.12,2.9827
2017-08-23 12:00:00,2.34,2.3356,2.3909,2.33,2.2698
2017-08-23 13:00:00,2.92,2.3356,2.3518,2.34,2.1752
2017-08-23 14:00:00,2.57,2.3356,2.3233,2.92,2.5542
2017-08-23 15:00:00,1.84,2.3356,2.2376,2.57,2.3141
2017-08-23 16:00:00,2.46,2.3356,1.7991,1.84,1.7494
2017-08-23 17:00:00,1.33,2.3356,1.8694,2.46,2.3237
2017-08-23 18:00:00,1.23,2.3356,2.5714,1.33,1.6355
2017-08-23 19:00:00,1.41,2.3356,2.097,1.23,1.6507
2017-08-23 20:00:00,1.25,2.3356,1.9483,1.41,1.7576
2017-08-23 21:00:00,1.21,2.3356,1.9995,1.25,1.6242
2017-08-23 22:00:00,1.23,2.3356,1.957,1.21,1.6779
2017-08-23 23:00:00,1.39,2.3356,1.9186,1.23,1.6647
2017-08-24 00:00:00,1.36,2.3356,1.8725,1.39,1.6346
2017-08-24 01:00:00,1.42,2.3356,1.7157,1.36,1.5729
2017-08-24 02:00:00,1.13,2.3356,1.9636,1.42,1.6858
2017-08-24 03:00:00,1.23,2.3356,1.7168,1.13,1.5229
2017-08-24 04:00:00,1.47,2.3356,1.7612,1.23,1.5091
2017-08-24 05:00:00,1.66,2.3356,1.6318,1.47,1.5482
2017-08-24 06:00:00,1.37,2.3356,1.6498,1.66,1.7799
2017-08-24 07:00:00,1.31,2.3356,1.8921,1.37,2.1904
2017-08-24 08:00:00,1.36,2.3356,2.3945,1.31,2.1839
2017-08-24 09:00:00,1.7,2.3356,1.9285,1.36,2.246
2017-08-24 10:00:00,2.0,2.3356,1.8392,1.7,1.6633
2017-08-24 11:00:00,1.79,2.3356,1.7917,2.0,2.0659
2017-08-24 12:00:00,2.68,2.3356,1.976,1.79,1.7769
2017-08-24 13:00:00,2.93,2.3356,2.1019,2.68,2.3881
2017-08-24 14:00:00,2.2,2.3356,1.8314,2.93,2.3544
2017-08-24 15:00:00,1.79,2.3356,1.9623,2.2,1.9773
2017-08-24 16:00:00,2.27,2.3356,2.0427,1.79,1.9965
2017-08-24 17:00:00,2.12,2.3356,1.9377,2.27,2.1058
2017-08-24 18:00:00,1.79,2.3356,1.9356,2.12,1.9892
2017-08-24 19:00:00,1.38,2.3356,1.9789,1.79,1.918
2017-08-24 20:00:00,1.27,2.3356,1.9006,1.38,1.707
2017-08-24 21:00:00,1.03,2.3356,1.8996,1.27,2.2495
2017-08-24 22:00:00,1.2,2.3356,2.009,1.03,1.2426
2017-08-24 23:00:00,1.44,2.3356,1.9084,1.2,1.5952
2017-08-25 00:00:00,1.26,2.3356,1.9079,1.44,2.2223
2017-08-25 01:00:00,4.13,2.3356,2.2679,1.26,2.2174
2017-08-25 02:00:00,1.4,2.3356,1.9724,4.13,3.4452
2017-08-25 03:00:00,2.28,2.3356,2.4982,1.4,2.3129
2017-08-25 04:00:00,1.31,2.3356,2.6806,2.28,2.1702
2017-08-25 05:00:00,1.56,2.3356,2.4831,1.31,2.3121
2017-08-25 06:00:00,1.34,2.3356,1.9884,1.56,2.0996
2017-08-25 07:00:00,1.38,2.3356,2.0676,1.34,2.2616
2017-08-25 08:00:00,1.27,2.3356,1.9621,1.38,2.1981
2017-08-25 09:00:00,0.87,2.3356,1.9858,1.27,2.1463
2017-08-25 10:00:00,1.25,2.3356,2.1303,0.87,1.3503
2017-08-25 11:00:00,1.21,2.3356,2.4165,1.25,2.0511
2017-08-25 12:00:00,1.21,2.3356,2.0221,1.21,1.3996
2017-08-25 13:00:00,1.21,2.3356,1.8436,1.21,1.3853
2017-08-25 14:00:00,1.21,2.3356,1.869,1.21,1.4148
2017-08-25 15:00:00,1.21,2.3356,2.0344,1.21,1.5575
2017-08-25 16:00:00,3.0,2.3356,2.0983,1.21,1.605
2017-08-25 17:00:00,2.86,2.3356,2.4333,3.0,2.5946
2017-08-25 18:00:00,3.9,2.3356,2.5888,2.86,2.3577
2017-08-25 19:00:00,2.12,2.3356,2.1114,3.9,3.1925
2017-08-25 20:00:00,2.3,2.3356,2.1653,2.12,2.0093
2017-08-25 21:00:00,1.45,2.3356,3.066,2.3,2.394
2017-08-25 22:00:00,0.84,2.3356,2.9481,1.45,2.3339
2017-08-25 23:00:00,1.18,2.3356,2.0741,0.84,1.1775
2017-08-26 00:00:00,1.29,2.3356,2.1414,1.18,1.6239
2017-08-26 01:00:00,3.39,2.3356,2.0869,1.29,2.3128
2017-08-26 02:00:00,1.52,2.3356,1.9309,3.39,3.0622
2017-08-26 03:00:00,1.39,2.3356,1.9732,1.52,2.1031
2017-08-26 04:00:00,2.69,2.3356,2.3018,1.39,2.2298
2017-08-26 05:00:00,1.51,2.3356,1.9555,2.69,2.3901
2017-08-26 06:00:00,2.39,2.3356,2.2908,1.51,2.158
2017-08-26 07:00:00,2.19,2.3356,2.0795,2.39,2.2832
2017-08-26 08:00:00,1.96,2.3356,1.9679,2.19,2.0612
2017-08-26 09:00:00,2.79,2.3356,2.7597,1.96,2.2319
2017-08-26 10:00:00,3.78,2.3356,2.0221,2.79,2.5197
2017-08-26 11:00:00,3.22,2.3356,1.7275,3.78,2.9809
2017-08-26 12:00:00,2.41,2.3356,1.6914,3.22,3.2039
2017-08-26 13:00:00,2.51,2.3356,2.8662,2.41,2.3982
2017-08-26 14:00:00,1.9,2.3356,2.5953,2.51,2.6093
2017-08-26 15:00:00,1.7,2.3356,2.4841,1.9,2.0847
2017-08-26 16:00:00,1.28,2.3356,2.616,1.7,2.082
2017-08-26 17:00:00,1.24,2.3356,1.8151,1.28,2.2342
2017-08-26 18:00:00,1.53,2.3356,2.5704,1.24,2.2536
2017-08-26 19:00:00,2.07,2.3356,2.0708,1.53,2.083
2017-08-26 20:00:00,2.31,2.3356,1.8522,2.07,2.136
2017-08-26 21:00:00,1.81,2.3356,1.704,2.31,2.0617
2017-08-26 22:00:00,1.49,2.3356,1.7694,1.81,1.9523
2017-08-26 23:00:00,1.08,2.3356,1.8037,1.49,2.0807
2017-08-27 00:00:00,1.04,2.3356,1.7781,1.08,1.3822
2017-08-27 01:00:00,1.44,2.3356,2.017,1.04,1.5154
2017-08-27 02:00:00,1.14,2.3356,1.8485,1.44,2.2753
2017-08-27 03:00:00,1.26,2.3356,1.7988,1.14,1.3926
2017-08-27 04:00:00,1.15,2.3356,1.7133,1.26,2.2661
2017-08-27 05:00:00,1.2,2.3356,1.7332,1.15,1.415
2017-08-27 06:00:00,1.26,2.3356,1.7853,1.2,1.4345
2017-08-27 07:00:00,2.54,2.3356,1.5747,1.26,1.6553
2017-08-27 08:00:00,1.14,2.3356,1.6843,2.54,2.2402
2017-08-27 09:00:00,1.67,2.3356,1.9572,1.14,1.3734
2017-08-27 10:00:00,1.69,2.3356,1.5912,1.67,1.7239
2017-08-27 11:00:00,1.59,2.3356,1.8002,1.69,1.8748
2017-08-27 12:00:00,1.45,2.3356,1.5823,1.59,1.7054
2017-08-27 13:00:00,1.42,2.3356,1.7848,1.45,1.5449
2017-08-27 14:00:00,1.59,2.3356,1.7823,1.42,1.5653
2017-08-27 15:00:00,1.75,2.3356,1.8455,1.59,1.7371
2017-08-27 16:00:00,1.79,2.3356,1.9928,1.75,1.8432
2017-08-27 17:00:00,1.84,2.3356,2.0036,1.79,1.7581
2017-08-27 18:00:00,2.24,2.3356,1.8745,1.84,1.7988
2017-08-27 19:00:00,1.3,2.3356,1.881,2.24,1.9751
2017-08-27 20:00:00,1.46,2.3356,1.8739,1.3,2.2713
2017-08-27 21:00:00,1.71,2.3356,1.8714,1.46,2.2775
2017-08-27 22:00:00,1.52,2.3356,1.8724,1.71,1.8809
2017-08-27 23:00:00,1.31,2.3356,1.8101,1.52,2.1477
2017-08-28 00:00:00,1.13,2.3356,1.7218,1.31,2.3252
2017-08-28 01:00:00,1.22,2.3356,1.8508,1.13,1.3849
2017-08-28 02:00:00,2.85,2.3356,1.8923,1.22,1.7177
2017-08-28 03:00:00,3.53,2.3356,1.9087,2.85,2.4943
2017-08-28 04:00:00,2.85,2.3356,2.0029,3.53,3.0896
2017-08-28 05:00:00,1.77,2.3356,2.3561,2.85,2.524
2017-08-28 06:00:00,1.81,2.3356,2.4619,1.77,1.9246
2017-08-28 07:00:00,1.65,2.3356,2.4251,1.81,2.1262
2017-08-28 08:00:00,1.35,2.3356,2.0432,1.65,1.9359
2017-08-28 09:00:00,1.36,2.3356,1.9386,1.35,2.2825
2017-08-28 10:00:00,1.35,2.3356,1.9202,1.36,2.2973
2017-08-28 11:00:00,1.4,2.3356,1.8131,1.35,2.2444
2017-08-28 12:00:00,1.67,2.3356,1.8393,1.4,2.2576
2017-08-28 13:00:00,1.77,2.3356,1.7599,1.67,1.8169
2017-08-28 14:00:00,3.09,2.3356,1.8819,1.77,1.9941
2017-08-28 15:00:00,2.28,2.3356,2.0011,3.09,2.6612
2017-08-28 16:00:00,2.39,2.3356,2.3291,2.28,2.1075
2017-08-28 17:00:00,5.53,2.3356,2.5951,2.39,2.0616
2017-08-28 18:00:00,5.346,2.3356,2.3776,5.53,4.4331
2017-08-28 19:00:00,4.98,2.3356,2.3831,5.346,4.5918
2017-08-28 20:00:00,4.614,2.3356,2.9044,4.98,4.3437
2017-08-28 21:00:00,4.43,2.3356,2.7895,4.614,4.2245
2017-08-28 22:00:00,4.71,2.3356,2.4843,4.43,4.1567
2017-08-28 23:00:00,3.29,2.3356,2.4819,4.71,4.1964
2017-08-29 00:00:00,4.07,2.3356,2.3451,3.29,2.7353
2017-08-29 01:00:00,3.66,2.3356,2.779,4.07,3.4892
2017-08-29 02:00:00,3.77,2.3356,3.1641,3.66,3.2937
2017-08-29 03:00:00,4.06,2.3356,2.9079,3.77,3.2424
2017-08-29 04:00:00,4.05,2.3356,2.8587,4.06,3.2132
2017-08-29 05:00:00,3.95,2.3356,2.9973,4.05,3.3245
2017-08-29 06:00:00,2.55,2.3356,3.1799,3.95,3.242
2017-08-29 07:00:00,2.82,2.3356,2.5296,2.55,2.2646
2017-08-29 08:00:00,2.58,2.3356,2.594,2.82,2.5356
2017-08-29 09:00:00,3.62,2.3356,2.3474,2.58,2.3304
2017-08-29 10:00:00,3.87,2.3356,2.4309,3.62,3.313
2017-08-29 11:00:00,3.87,2.3356,2.2029,3.87,3.4861
2017-08-29 12:00:00,3.87,2.3356,2.3474,3.87,3.5559
2017-08-29 13:00:00,1.63,2.3356,3.0847,3.87,3.6687
2017-08-29 14:00:00,1.29,2.3356,2.2563,1.63,2.0952
2017-08-29 15:00:00,1.58,2.3356,2.5436,1.29,2.3956
2017-08-29 16:00:00,1.57,2.3356,2.1682,1.58,2.187
2017-08-29 17:00:00,2.85,2.3356,2.2575,1.57,2.0279
2017-08-29 18:00:00,2.04,2.3356,2.1595,2.85,2.6124
2017-08-29 19:00:00,2.09,2.3356,2.7656,2.04,2.2056
2017-08-29 20:00:00,3.07,2.3356,1.897,2.09,2.0193
2017-08-29 21:00:00,3.89,2.3356,2.003,3.07,2.825
2017-08-29 22:00:00,2.97,2.3356,2.2209,3.89,3.2381
2017-08-29 23:00:00,4.68,2.3356,2.1312,2.97,2.6426
2017-08-30 00:00:00,2.72,2.3356,2.0285,4.68,4.3697
2017-08-30 01:00:00,4.04,2.3356,2.1165,2.72,2.3721
2017-08-30 02:00:00,4.99,2.3356,2.3162,4.04,3.451
2017-08-30 03:00:00,5.08,2.3356,2.5666,4.99,4.2883
2017-08-30 04:00:00,4.26,2.3356,2.0092,5.08,4.3387
2017-08-30 05:00:00,4.43,2.3356,2.7503,4.26,3.4462
2017-08-30 06:00:00,4.4459,2.3356,2.7255,4.43,3.7965
2017-08-30 07:00:00,4.4775,2.3356,3.0635,4.4459,4.2947
2017-08-30 08:00:00,4.5092,2.3356,2.1611,4.4775,4.1832
2017-08-30 09:00:00,4.5408,2.3356,2.3614,4.5092,4.2424
2017-08-30 10:00:00,4.5725,2.3356,2.5682,4.5408,4.2723
2017-08-30 11:00:00,4.6041,2.3356,2.6031,4.5725,4.25
2017-08-30 12:00:00,4.62,2.3356,2.5343,4.6041,4.3036
2017-08-30 13:00:00,5.06,2.3356,2.6849,4.62,4.4581
2017-08-30 14:00:00,3.5,2.3356,2.7332,5.06,4.2467
2017-08-30 15:00:00,4.61,2.3356,2.7819,3.5,3.177
2017-08-30 16:00:00,4.14,2.3356,2.5217,4.61,4.3958
2017-08-30 17:00:00,4.07,2.3356,2.4061,4.14,3.6498
2017-08-30 18:00:00,4.79,2.3356,2.1515,4.07,3.6382
2017-08-30 19:00:00,3.88,2.3356,3.0398,4.79,4.153
2017-08-30 20:00:00,3.9081,2.3356,3.0549,3.88,3.4666
2017-08-30 21:00:00,3.9641,2.3356,3.1301,3.9081,3.5308
2017-08-30 22:00:00,4.02,2.3356,2.852,3.9641,3.2825
2017-08-30 23:00:00,4.0759,2.3356,2.6136,4.02,3.5211
2017-08-31 00:00:00,4.1319,2.3356,2.6394,4.0759,3.4616
2017-08-31 01:00:00,4.16,2.3356,2.7194,4.1319,3.5159
2017-08-31 02:00:00,2.49,2.3356,2.3929,4.16,3.5341
2017-08-31 03:00:00,2.67,2.3356,2.8299,2.49,2.402
2017-08-31 04:00:00,4.07,2.3356,2.5074,2.67,2.2719
2017-08-31 05:00:00,2.38,2.3356,2.5103,4.07,3.5422
2017-08-31 06:00:00,1.26,2.3356,2.5498,2.38,2.4796
2017-08-31 07:00:00,1.76,2.3356,2.9901,1.26,1.964
2017-08-31 08:00:00,1.89,2.3356,2.5048,1.76,2.0939
2017-08-31 09:00:00,1.31,2.3356,2.4467,1.89,2.3637
2017-08-31 10:00:00,1.47,2.3356,2.4387,1.31,1.867
2017-08-31 11:00:00,2.09,2.3356,2.4627,1.47,2.0507
2017-08-31 12:00:00,1.29,2.3356,2.3612,2.09,2.4221
2017-08-31 13:00:00,2.77,2.3356,2.5036,1.29,2.1397
2017-08-31 14:00:00,1.63,2.3356,3.4392,2.77,2.7552
2017-08-31 15:00:00,1.53,2.3356,3.1494,1.63,2.1344
2017-08-31 16:00:00,1.54,2.3356,3.3081,1.53,2.3062
2017-08-31 17:00:00,1.97,2.3356,3.6251,1.54,2.3334
2017-08-31 18:00:00,2.14,2.3356,3.2485,1.97,2.2153
2017-08-31 19:00:00,2.54,2.3356,3.6267,2.14,2.3806
2017-08-31 20:00:00,2.57,2.3356,2.8406,2.54,2.5121
2017-08-31 21:00:00,3.53,2.3356,3.3812,2.57,2.7112
2017-08-31 22:00:00,4.12,2.3356,3.5958,3.53,3.1686
2017-08-31 23:00:00,3.66,2.3356,3.6387,4.12,3.5937
2017-09-01 00:00:00,4.96,2.3356,2.9931,3.66,3.3736
2017-09-01 01:00:00,4.8973,2.3356,3.7809,4.96,4.2803
2017-09-01 02:00:00,4.7727,2.3356,3.6196,4.8973,4.4753
2017-09-01 03:00:00,4.71,2.3356,3.1687,4.7727,4.1436
2017-09-01 04:00:00,4.18,2.3356,2.9313,4.71,4.1073
2017-09-01 05:00:00,3.18,2.3356,3.6814,4.18,3.8457
2017-09-01 06:00:00,1.4,2.3356,3.0832,3.18,2.8413
2017-09-01 07:00:00,0.94,2.3356,3.3205,1.4,2.0946
2017-09-01 08:00:00,1.58,2.3356,3.2014,0.94,1.7556
2017-09-01 09:00:00,3.75,2.3356,3.146,1.58,2.241
2017-09-01 10:00:00,3.2,2.3356,2.6259,3.75,3.595
2017-09-01 11:00:00,2.55,2.3356,3.3872,3.2,3.0345
2017-09-01 12:00:00,2.58,2.3356,3.3592,2.55,2.6559
2017-09-01 13:00:00,2.69,2.3356,3.4293,2.58,2.6494
2017-09-01 14:00:00,1.84,2.3356,3.4062,2.69,2.7127
2017-09-01 15:00:00,2.3,2.3356,3.432,1.84,2.3132
2017-09-01 16:00:00,1.72,2.3356,3.3917,2.3,2.397
2017-09-01 17:00:00,1.41,2.3356,3.0339,1.72,1.9861
2017-09-01 18:00:00,1.41,2.3356,2.9961,1.41,2.0847
2017-09-01 19:00:00,5.3,2.3356,2.2329,1.41,2.1062
2017-09-01 20:00:00,2.94,2.3356,2.7343,5.3,4.4328
2017-09-01 21:00:00,1.96,2.3356,2.7117,2.94,2.6825
2017-09-01 22:00:00,1.24,2.3356,2.6724,1.96,2.1078
2017-09-01 23:00:00,1.6,2.3356,2.8138,1.24,2.0156
2017-09-02 00:00:00,1.15,2.3356,2.4897,1.6,1.9046
2017-09-02 01:00:00,1.94,2.3356,2.8973,1.15,1.8729
2017-09-02 02:00:00,1.65,2.3356,2.3782,1.94,2.1134
2017-09-02 03:00:00,4.39,2.3356,2.8832,1.65,2.1082
2017-09-02 04:00:00,4.5406,2.3356,2.3858,4.39,3.9618
2017-09-02 05:00:00,4.84,2.3356,2.6384,4.5406,4.0659
2017-09-02 06:00:00,5.1394,2.3356,2.2947,4.84,3.9913
2017-09-02 07:00:00,5.29,2.3356,2.8433,5.1394,4.103
2017-09-02 08:00:00,2.94,2.3356,2.8595,5.29,4.2214
2017-09-02 09:00:00,3.98,2.3356,3.1226,2.94,2.6097
2017-09-02 10:00:00,4.44,2.3356,2.876,3.98,3.4062
2017-09-02 11:00:00,2.47,2.3356,3.0224,4.44,4.0585
2017-09-02 12:00:00,2.15,2.3356,2.7355,2.47,2.3727
2017-09-02 13:00:00,1.25,2.3356,2.545,2.15,2.1523
2017-09-02 14:00:00,1.24,2.3356,2.2534,1.25,1.7956
2017-09-02 15:00:00,1.22,2.3356,2.5576,1.24,2.2435
2017-09-02 16:00:00,1.33,2.3356,2.6806,1.22,1.8288
2017-09-02 17:00:00,1.73,2.3356,2.7125,1.33,1.7251
2017-09-02 18:00:00,1.31,2.3356,3.0015,1.73,2.0882
2017-09-02 19:00:00,1.51,2.3356,2.9686,1.31,1.8348
2017-09-02 20:00:00,1.41,2.3356,2.4108,1.51,1.8568
2017-09-02 21:00:00,1.42,2.3356,2.4532,1.41,1.7826
2017-09-02 22:00:00,1.07,2.3356,2.4375,1.42,2.4776
2017-09-02 23:00:00,1.0,2.3356,2.3081,1.07,1.74
2017-09-03 00:00:00,1.09,2.3356,2.2963,1.0,1.7728
2017-09-03 01:00:00,1.22,2.3356,3.0913,1.09,1.8604
2017-09-03 02:00:00,1.57,2.3356,2.9331,1.22,1.7942
2017-09-03 03:00:00,3.47,2.3356,2.9808,1.57,2.0138
2017-09-03 04:00:00,4.44,2.3356,3.023,3.47,3.0821
2017-09-03 05:00:00,4.69,2.3356,3.2637,4.44,4.0168
2017-09-03 06:00:00,2.01,2.3356,2.6179,4.69,4.3347
2017-09-03 07:00:00,2.31,2.3356,3.5058,2.01,2.3134
2017-09-03 08:00:00,3.03,2.3356,3.1234,2.31,2.4498
2017-09-03 09:00:00,3.71,2.3356,3.1663,3.03,2.9701
2017-09-03 10:00:00,3.93,2.3356,3.1478,3.71,3.616
2017-09-03 11:00:00,3.47,2.3356,3.3244,3.93,3.7188
2017-09-03 12:00:00,3.16,2.3356,2.9518,3.47,3.0892
2017-09-03 13:00:00,2.58,2.3356,2.9776,3.16,3.0281
2017-09-03 14:00:00,3.95,2.3356,2.7472,2.58,2.4761
2017-09-03 15:00:00,1.96,2.3356,3.0301,3.95,3.4567
2017-09-03 16:00:00,1.66,2.3356,3.4758,1.96,2.3261
2017-09-03 17:00:00,1.76,2.3356,3.276,1.66,2.0017
2017-09-03 18:00:00,3.02,2.3356,3.0717,1.76,2.0533
2017-09-03 19:00:00,2.7,2.3356,2.695,3.02,2.812
2017-09-03 20:00:00,2.25,2.3356,2.5488,2.7,2.6939
2017-09-03 21:00:00,3.49,2.3356,2.4513,2.25,2.2595
2017-09-03 22:00:00,4.77,2.3356,2.131,3.49,2.9605
2017-09-03 23:00:00,3.93,2.3356,2.5845,4.77,4.0924
2017-09-04 00:00:00,4.87,2.3356,3.4285,3.93,3.4996
2017-09-04 01:00:00,4.68,2.3356,2.3899,4.87,4.2436
2017-09-04 02:00:00,3.83,2.3356,3.0035,4.68,4.2099
2017-09-04 03:00:00,3.74,2.3356,2.9393,3.83,3.319
2017-09-04 04:00:00,2.73,2.3356,2.352,3.74,3.2254
2017-09-04 05:00:00,2.72,2.3356,3.1835,2.73,2.5054
2017-09-04 06:00:00,3.0,2.3356,2.453,2.72,2.5385
2017-09-04 07:00:00,2.83,2.3356,2.8512,3.0,2.8011
2017-09-04 08:00:00,2.83,2.3356,2.5411,2.83,2.7749
2017-09-04 09:00:00,2.83,2.3356,2.9376,2.83,2.7457
2017-09-04 10:00:00,2.14,2.3356,2.6927,2.83,2.8265
2017-09-04 11:00:00,2.71,2.3356,2.7556,2.14,2.2517
2017-09-04 12:00:00,2.7,2.3356,2.9251,2.71,2.6389
2017-09-04 13:00:00,2.47,2.3356,2.7062,2.7,2.5787
2017-09-04 14:00:00,2.9,2.3356,3.2261,2.47,2.4412
2017-09-04 15:00:00,2.3,2.3356,2.4334,2.9,2.623
2017-09-04 16:00:00,2.25,2.3356,2.4038,2.3,2.3234
2017-09-04 17:00:00,2.08,2.3356,2.4186,2.25,2.3175
2017-09-04 18:00:00,2.63,2.3356,2.1931,2.08,2.1809
2017-09-04 19:00:00,2.41,2.3356,2.8869,2.63,2.4948
2017-09-04 20:00:00,4.89,2.3356,2.0708,2.41,2.396
2017-09-04 21:00:00,4.08,2.3356,2.7705,4.89,4.1457
2017-09-04 22:00:00,4.89,2.3356,2.3826,4.08,3.4445
2017-09-04 23:00:00,4.8606,2.3356,2.725,4.89,4.357
2017-09-05 00:00:00,4.8021,2.3356,2.6,4.8606,4.3599
2017-09-05 01:00:00,4.7436,2.3356,2.5202,4.8021,4.2292
2017-09-05 02:00:00,4.6851,2.3356,2.9258,4.7436,4.349
2017-09-05 03:00:00,4.6266,2.3356,2.7742,4.6851,4.2697
2017-09-05 04:00:00,4.5681,2.3356,2.6081,4.6266,4.2765
2017-09-05 05:00:00,4.5095,2.3356,2.5024,4.5681,4.399
2017-09-05 06:00:00,4.451,2.3356,2.4588,4.5095,4.5198
2017-09-05 07:00:00,4.3925,2.3356,3.5505,4.451,4.485
2017-09-05 08:00:00,4.334,2.3356,4.189,4.3925,4.3262
2017-09-05 09:00:00,4.2755,2.3356,4.1123,4.334,4.3059
2017-09-05 10:00:00,4.217,2.3356,4.1414,4.2755,3.8909
2017-09-05 11:00:00,4.1585,2.3356,4.1698,4.217,3.8831
2017-09-05 12:00:00,4.1,2.3356,4.1475,4.1585,3.9261
2017-09-05 13:00:00,4.0415,2.3356,4.0438,4.1,3.8173
2017-09-05 14:00:00,3.983,2.3356,3.9192,4.0415,3.7889
2017-09-05 15:00:00,3.9245,2.3356,3.9694,3.983,3.7432
2017-09-05 16:00:00,3.866,2.3356,2.647,3.9245,3.7205
2017-09-05 17:00:00,3.8075,2.3356,2.5142,3.866,3.3818
2017-09-05 18:00:00,3.749,2.3356,2.0889,3.8075,3.3424
2017-09-05 19:00:00,3.6905,2.3356,3.1326,3.749,3.449
2017-09-05 20:00:00,3.6319,2.3356,3.1417,3.6905,3.3815
2017-09-05 21:00:00,3.5734,2.3356,3.3172,3.6319,3.3457
2017-09-05 22:00:00,3.5149,2.3356,3.4117,3.5734,3.531
2017-09-05 23:00:00,3.4564,2.3356,3.1086,3.5149,3.457
2017-09-06 00:00:00,3.3979,2.3356,3.6349,3.4564,3.447
2017-09-06 01:00:00,3.3394,2.3356,3.5064,3.3979,3.17
2017-09-06 02:00:00,3.31,2.3356,2.4142,3.3394,2.7568
2017-09-06 03:00:00,3.11,2.3356,2.2906,3.31,2.7741
2017-09-06 04:00:00,3.57,2.3356,2.8906,3.11,2.9362
2017-09-06 05:00:00,4.11,2.3356,3.7885,3.57,3.1887
2017-09-06 06:00:00,2.8,2.3356,3.2829,4.11,3.403
2017-09-06 07:00:00,2.59,2.3356,2.6715,2.8,2.4463
2017-09-06 08:00:00,1.64,2.3356,2.7524,2.59,2.4757
2017-09-06 09:00:00,1.83,2.3356,2.3442,1.64,2.0978
2017-09-06 10:00:00,1.82,2.3356,2.2962,1.83,2.3658
2017-09-06 11:00:00,1.73,2.3356,2.3582,1.82,2.2315
2017-09-06 12:00:00,1.3,2.3356,2.2973,1.73,2.2214
2017-09-06 13:00:00,1.6,2.3356,2.4726,1.3,2.0785
2017-09-06 14:00:00,1.29,2.3356,2.2107,1.6,2.2533
2017-09-06 15:00:00,1.49,2.3356,2.2079,1.29,2.3398
2017-09-06 16:00:00,1.71,2.3356,2.1689,1.49,2.2905
2017-09-06 17:00:00,1.78,2.3356,2.1616,1.71,2.1914
2017-09-06 18:00:00,1.78,2.3356,2.8014,1.78,2.3988
2017-09-06 19:00:00,2.99,2.3356,3.1942,1.78,2.0976
2017-09-06 20:00:00,2.74,2.3356,2.8861,2.99,2.7422
2017-09-06 21:00:00,2.48,2.3356,2.9937,2.74,2.8541
2017-09-06 22:00:00,2.24,2.3356,2.9752,2.48,2.6249
2017-09-06 23:00:00,1.5,2.3356,3.2844,2.24,2.5207
2017-09-07 00:00:00,1.7,2.3356,3.1568,1.5,1.981
2017-09-07 01:00:00,1.84,2.3356,3.0373,1.7,2.2466
2017-09-07 02:00:00,1.7,2.3356,2.2595,1.84,2.2398
2017-09-07 03:00:00,3.01,2.3356,2.35,1.7,1.9385
2017-09-07 04:00:00,2.57,2.3356,2.6562,3.01,2.6093
2017-09-07 05:00:00,1.76,2.3356,2.4555,2.57,2.4716
2017-09-07 06:00:00,1.49,2.3356,2.7447,1.76,2.0032
2017-09-07 07:00:00,1.49,2.3356,3.1805,1.49,2.0645
2017-09-07 08:00:00,1.54,2.3356,2.7289,1.49,1.9413
2017-09-07 09:00:00,1.57,2.3356,2.7108,1.54,1.9106
2017-09-07 10:00:00,2.41,2.3356,2.2202,1.57,2.1268
2017-09-07 11:00:00,1.85,2.3356,2.846,2.41,2.6111
2017-09-07 12:00:00,2.23,2.3356,2.7693,1.85,2.284
2017-09-07 13:00:00,2.47,2.3356,1.9907,2.23,2.4419
2017-09-07 14:00:00,2.66,2.3356,2.9687,2.47,2.7245
2017-09-07 15:00:00,2.46,2.3356,3.0516,2.66,2.8127
2017-09-07 16:00:00,1.98,2.3356,2.6872,2.46,2.5632
2017-09-07 17:00:00,2.15,2.3356,2.5504,1.98,2.3337
2017-09-07 18:00:00,1.9,2.3356,2.4956,2.15,2.3433
2017-09-07 19:00:00,2.05,2.3356,2.5721,1.9,2.3364
2017-09-07 20:00:00,1.72,2.3356,2.4479,2.05,2.1967
2017-09-07 21:00:00,1.44,2.3356,2.3478,1.72,2.0509
2017-09-07 22:00:00,1.36,2.3356,2.3895,1.44,1.9044
2017-09-07 23:00:00,1.21,2.3356,2.5037,1.36,2.1656
2017-09-08 00:00:00,1.26,2.3356,2.198,1.21,1.3903
2017-09-08 01:00:00,1.66,2.3356,3.1835,1.26,2.2872
2017-09-08 02:00:00,1.91,2.3356,3.4708,1.66,2.293
